10.0,1.0
10.0,8.0
10.0,15.0
10.0,22.0
10.0,29.0
10.0,36.0
10.0,43.0
10.0,50.0
10.0,57.0
10.0,64.0
10.0,71.0
10.0,78.0
10.0,85.0
10.0,92.0
10.0,99.0
10.0,106.0
10.0,113.0
10.0,120.0
10.0,127.0
10.0,134.0
10.0,141.0
10.0,148.0
10.0,155.0
10.0,162.0
10.0,169.0
10.0,176.0
10.0,183.0
10.0,190.0
10.0,197.0
10.0,204.0
10.0,211.0
10.0,218.0
10.0,225.0
10.0,232.0
10.0,239.0
10.0,246.0
10.0,253.0
10.0,260.0
10.0,267.0
10.0,274.0
10.0,281.0
10.0,288.0
10.0,295.0
10.0,302.0
10.0,309.0
10.0,316.0
10.0,323.0
10.0,330.0
10.0,337.0
10.0,344.0
10.0,351.0
10.0,358.0
10.0,365.0
10.0,372.0
10.0,379.0
10.0,386.0
10.0,393.0
10.0,400.0
10.0,407.0
10.0,414.0
10.0,421.0
10.0,428.0
10.0,435.0
10.0,442.0
10.0,449.0
10.0,456.0
10.0,463.0
10.0,470.0
10.0,477.0
10.0,484.0
10.0,491.0
10.0,498.0
10.0,505.0
10.0,512.0
10.0,519.0
10.0,526.0
10.0,533.0
10.0,540.0
10.0,547.0
10.0,554.0
10.0,561.0
10.0,568.0
10.0,575.0
10.0,582.0
10.0,589.0
10.0,596.0
10.0,603.0
10.0,610.0
10.0,617.0
10.0,624.0
10.0,631.0
10.0,638.0
10.0,645.0
10.0,652.0
10.0,659.0
10.0,666.0
10.0,673.0
10.0,680.0
10.0,687.0
10.0,694.0
10.0,701.0
10.0,708.0
10.0,715.0
10.0,722.0
10.0,729.0
10.0,736.0
10.0,743.0
10.0,750.0
10.0,757.0
10.0,764.0
41.0,103.0
41.0,166.0
41.0,532.0
41.0,558.0
45.0,144.0
45.0,352.0
45.0,361.0
45.0,407.0
51.0,169.0
51.0,293.0
51.0,314.0
51.0,379.0
51.0,388.0
51.0,525.0
51.0,604.0
51.0,663.0
